,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
Intercept,0.00923640773739589,0.004298478332995036,2.148762194867287,0.03411681457613289,0.0007062173820089404,0.01776659809278284
hfri_returns,1.6866426350735257,0.253621757198352,6.650228488695627,1.6745442300009913e-09,1.1833385121788877,2.1899467579681637
