,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
Intercept,0.0006081867163059544,0.00024609162676613946,2.471383217292124,0.013537688022194225,0.0001255787598664079,0.0010907946727455008
sp500_return,0.027092211435943037,0.023016252739033453,1.1770904561713094,0.23929235459740114,-0.01804474362932134,0.07222916650120742
